ACCURL,ACCTEXT,ACCTEXTW,ACCTYPE
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig,09401
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09402
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09403
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig ganSefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig,09404
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering and Technology (IET) on behalf of the Engineering Council as meeting the requirements for Further Learning for registration as a Chartered Engineer. Candidates must hold a CEng accredited BEng/BSc (Hons) undergraduate first degree to comply with full CEng registration requirements.,Hachredu gan y Sefydliad Peirianneg a Thechnoleg (IET) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09405
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09502
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09503
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09505
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers (IED) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Dylunwyr Peirianneg (IED) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09506
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers as meeting the academic requirements for Chartered Technological Product Designer (CTPD).,Achrededig gan Sefydliad y Dylunwyr Peirianneg (IED) ar gyfer cwrdd   â'r gofynion ar gyfer Dylunydd Cynnyrch Technolegol Siartredig (CTPD),09510
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers for the purposes of fully meeting the academic requirements for Registered Product Designer (RProdDes).,Achredwyd gan y Sefydliad Dylunwyr Peirianneg i ddibenion bodloni'r gofynion academaidd yn llawn ar gyfer Dylunydd Cynnyrch Cofrestredig (RProdDes).,09513
http://www.ied.org.uk/courses,Accredited by the Institution of Engineering Designers for the purposes of fully meeting the academic requirements for Registered Product Designer (RProdDes) and partially meeting the requirements for Chartered Technological Product Designer (CTPD).,Achredwyd gan y Sefydliad Dylunwyr Peirianneg i ddibenion bodloni'r gofynion academaidd yn llawn ar gyfer Dylunydd Cynnyrch Cofrestredig (RProdDes) a bodloni gofynion Dylunydd Cynnyrch Technolegol Siartredig (CTPD) yn rhannol.,09514
http://www.the-ies.org,Accredited by the Institution of Environmental Sciences (IES) for the purpose of eligibility to apply for associate membership.,Achrededig gan Sefydliad Gwyddorau Amgylcheddol (IES) at bwrpas cymhwysedd i wneud cais am lefel aelodaeth gyswllt.,09601
http://www.ife.org.uk/membership/,Accredited by the Institution of Fire Engineers (IFE) for the purpose of fully meeting the educational requirements for IFE membership.,Achrededig gan Sefydliad Peirianwyr Tân (IFE) at bwrpas cwrdd yn llawn â'r gofyniad addysgol ar gyfer aelodaeth o'r IFE.,09701
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Fire Engineers (IFE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Tân (IFE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09703
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Gas Engineers and Managers (IGEM) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Achredir gan Sefydliad y Peirianwyr Nwy a Rheolwyr (IGEM) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09805
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"The accredited MEng fully meets the exemplifying academic benchmark requirements, for registration as a Chartered Engineer (CEng).",Mae'r MEng achrededig yn bodloni'r gofynion meincnodi academaidd enghreifftiol yn llawn ar gyfer cofrestru fel Peiriannydd Siartredig (CEng).,09901
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"The accredited BEng (Hons) will meet, in part, the exemplifying academic benchmark requirements for registration as a Chartered Engineer and Students will need to complete an approved format of further learning pursuant to the requirements of UKSPEC. The accredited BEng (Hons) will also automatically meet in full, the exemplifying academic benchmark requirements for registration as an Incorporated Engineer (IEng).","Bydd y BEng (Anrh.) yn bodloni'r gofynion meincnodi academaidd enghreifftiol yn rhannol ar gyfer cofrestru fel Peiriannydd Siartredig, a bydd angen i Fyfyrwyr gwblhau dysgu pellach ar ffurf gymeradwy i fodloni gofynion UKSPEC. Bydd y BEng (Anrh.) achrededig hefyd yn bodloni'r gofynion meincnodi academaidd enghreifftiol yn llawn ar gyfer cofrestru fel Peiriannydd Corfforedig (IEng).",09902
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09903
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09904
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council as meeting the requirements for Further Learning for registration as a Chartered Engineer. Candidates must hold a CEng accredited BEng/BSc (Hons) undergraduate first degree to comply with full CEng registration requirements.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg yn bodloni'r gofynion ar gyfer Dysgu pellach ar gyfer cofrestru fel Peiriannydd Siartredig. Rhaid i ymgeiswyr feddu ar CEng achrededig BEng / BSc (Anrh) gradd gyntaf israddedig i gydymffurfio â gofynion cofrestru llawn CEng.,09905
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Mechanical Engineers (IMechE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Mecanyddol (IMechE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09906
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10001
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10002
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,10003
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10004
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Structural Engineers (IStructE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Strwythurol (IStructE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,10005
http://www.jamesonline.org.uk,"Accredited by Joint Audio Media Education Services (JAMES) on behalf of Audio Technology, Music, Recording, Music Production, Games, Media and Audio Post Production Industries.","Achredir gan Audio Gwasanaethau Addysg y Cyfryngau ar y Cyd (ADDA) ar ran o Sain, Cerddoriaeth, Cofnodi, Cynhyrchu Cerddoriaeth, y Cyfryngau a Diwydiannau Sain Ôl-gynhyrchu.",10101
https://www.chooselandscape.org/why-choose-accredited-course/,"Accreditation allows graduates to pursue their professional qualification in landscape architecture and become a licentiate Member of the Landscape Institute, ready to start their Pathway to Chartership and become a Chartered Member of the Landscape Institute (CMLI).","Achredu yn caniatáu i raddedigion ddilyn eu cymhwyster proffesiynol mewn pensaernïaeth tirwedd a dod yn Aelod Trwyddedog y Sefydliad Tirwedd, yn barod i ddechrau eu Llwybr at Siartredig a dod yn Aelod Siartredig o'r Sefydliad Tirwedd (CMLI).",10201
http://www.lawsoc-ni.org/joining-the-legal-profession/,Recognised by the Law Society of Northern Ireland (LSNI) for the purpose of a Qualifying Law Degree.,Cydnabuwyd gan Gymdeithas y Gyfraith Gogledd Iwerddon (LSNI) at bwrpas Gradd Gymwys yn y Gyfraith.,10401
https://www.lawscot.org.uk/qualifying-and-education/,"Recognised by the Law Society of Scotland as a Foundation programme, being one part of the route to qualification as a solicitor in Scotland.","Cydnabuwyd gan Gymdeithas y Gyfraith yr Alban fel Rhaglen sylfaen, gan fod yn un llwybr i gymhwyster fel cyfreithiwr yn yr Alban",10501
http://www.nctj.com/want-to-be-a-journalist/Accreditedcourses,Accredited by the National Council for the Training of Journalists (NCTJ).,Achrededig gan Gyngor Cenedlaethol ar gyfer Hyfforddi Newyddiadurwyr (NCTJ),10801
http://www.nya.org.uk/,Accredited by the National Youth Agency (NYA).,Achrededig gan Asiantaeth Genedlaethol Ieuenctid.,10901
http://www.niscc.info/,Accredited by the Northern Ireland Social Care Council (NISCC).,Achrededig gan Gyngor Gofal Cymdeithasol Gogledd Iwerddon (NISCC).,11001
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (oedolyn).,11102
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (mental health) ,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (iechyd meddwl).,11103
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (learning disabilities) ,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (anableddau dysgu).,11104
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (child).,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys (plentyn).,11105
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel bydwraig gymwys.,11106
www.nmc.org.uk/education/quality-assurance-of-education/how-we-approve-education-programmes/,Approved by the Nursing and Midwifery Council (NMC) as a post-registration and CPD qualification,Yn cael ei gydnabod gan y Cyngor Nyrsio a Bydwreigiaeth (NMC) fel cymhwyster ar ôl cofrestru a DPP,11107
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse or midwife,Wedi'i gydnabod gan Y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddibenion cofrestru fel nyrs gymwys ,11108
http://www.nmc-uk.org/Approved-Programmes/,Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nursing associate.,Yn cael ei gydnabod gan y Cyngor Nyrsio a Bydwreigiaeth (NMC) at ddiben cofrestru fel cydymaith nyrsio cymwysedig,11109
http://www.ppa.co.uk/careers/accreditation/,Accredited by the Professional Publishers Association (PPA).,Hachredu gan y Gymdeithas Cyhoeddwyr Proffesiynol (PPA).,11401
http://www.psni.org.uk/education-2/,Accredited by the Pharmaceutical Society of Northern Ireland (PSNI) for the purpose of registration with that body.,Achrededig gan Gymdeithas Fferyllol Gogledd Iwerddon (PSNI) at bwrpas cofrestru gyda'r corff hwnnw.,11501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Gymdeithas Awyrennol Frenhinol (RAeS) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11601
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Gymdeithas Frenhinol Awyrenegol (RAeS) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11602
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Gymdeithas Frenhinol Awyrenegol (RAeS) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,11603
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Gymdeithas Awyrennol Frenhinol (RAeS) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11604
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Aeronautical Society (RAeS) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a CharteredEngineer.,Hachredu gan y Gymdeithas Awyrennol Frenhinol (RAeS) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,11605
http://www.rcslt.org/about/membership/how_to_join,Recognised by the Royal College of Speech and Language Therapists (RCSLT) for the purpose of applying for newly qualified practitioner membership.,Cydnabuwyd gan Goleg Brenhinol Therapyddion Iaith a Lleferydd (RCSLT) at bwrpas gwneud cais am aelodaeth ymarferwr newydd gymhwyso.,11901
http://www.rcvs.org.uk/registration/how-to-register/graduates-from-uk-veterinary-schools/,Accredited by the Royal College of Veterinary Surgeons (RCVS) for the purpose of eligibility for registration as a veterinary surgeon with that body.,Achredir gan Goleg Brenhinol y Milfeddygon (RCVS) at ddibenion bod yn gymwys ar gyfer cofrestru fel llawfeddyg milfeddygol gyda'r corff hwnnw.,12001
http://www.rcvs.org.uk/document-library/list-of-rcvs-accredited-higher-education-qualifications-in/,Accredited by the Royal College of Veterinary Surgeons (RCVS) for the purpose of eligibility for registration as a veterinary nurse with that body.,Achredir gan Goleg Brenhinol y Milfeddygon (RCVS) at ddibenion bod yn gymwys ar gyfer cofrestru fel nyrs filfeddygol gyda'r corff hwnnw.,12002
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) for the purpose of eligibility for membership of that body.,Dilyswyd gan Sefydliad Brenhinol Penseiri Prydain (RIBA) at ddibenion cymhwyster ar gyfer aelodaeth y corff hwnnw.,12101
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) at Part 1 level for the purpose of eligibility for membership of the RIBA.,Achrededig gan Sefydliad Brenhinol Penseiri Prydain (RIBA) at bwrpas eithriad rhan 1 ar gyfer mynediad ar Gofrestr y DU o Benseiri.,12102
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) at Part 2 level for the purpose of eligibility for membership of the RIBA.,Achrededig gan Sefydliad Brenhinol Penseiri Prydain (RIBA) at bwrpas eithriad rhan 2 ar gyfer mynediad ar Gofrestr y Du o Benseiri.,12103
http://www.architecture.com,Validated by the Royal Institute of British Architects (RIBA) at Part 3 level for the purpose of eligibility for membership of the RIBA.,Dilyswyd gan Sefydliad Brenhinol Penseiri Prydain (RIBA) yn Rhan 3 lefel ar gyfer y diben o gymhwyster ar gyfer aelodaeth o'r RIBA.,12104
http://www.ricscourses.org/Course/,Accredited by the Royal Institution of Chartered Surveyors (RICS) for the purpose of graduate membership.,Achrededig gan Sefydliad Brenhinol y Syrfewyr Siartredig (RICS) at bwrpas aelodaeth person graddedig.,12201
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Brenhinol y Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,12301
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Brenhinol Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,12302
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Royal Institution of Naval Architects (RINA) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Brenhinol Penseiri Llyngesol (RINA) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,12303
http://www.rmets.org/our-activities/careers/courses,Accredited by the Royal Meteorological Society (RMetS) for the purpose of fully meeting the educational requirement for Chartered Meteorologist.,Achrededig gan Y Gymdeithas Feteoroleg Frenhinol at bwrpas cwrdd yn llawn â'r gofyniad addysgu ar gyfer Meteorolegwyr Siartredig.,12401
http://www.rsc.org/Education/courses-and-careers/Accredited-courses/,Accredited by the Royal Society of Chemistry for fully meeting the academic criteria for Chartered Chemist (CChem).,Achrededig gan Gymdeithas Frenhinol Cemeg (RSC) at bwrpas cwrdd yn llawn â'r gofyniad addysgol ar gyfer Cemegydd Siartredig.,12601
http://www.rsc.org/Education/courses-and-careers/Accredited-courses/,Accredited by the Royal Society of Chemistry for partially meeting the academic criteria for Chartered Chemist (CChem).,Achrededig gan Gymdeithas Frenhinol Cemeg (RSC) at bwrpas cwrdd yn rhannol â'r gofyniad addysgol ar gyfer Cemegydd Siartredig.,12602
https://www.rss.org.uk/membership/professional-development/accreditation-scheme/,Accredited by the Royal Statistical Society (RSS) for the purpose of eligibility for Graduate Statistician status.,Achrededig gan Y Gymdeithas Ystadegol Frenhinol (RSS) at bwrpas cymhwysedd ar gyfer statws Ystadegydd Graddedig.,12701
http://www.rtpi.org.uk/education-and-careers/planning-as-a-career/,Accredited by the Royal Town Planning Institute (RTPI).,Achrededig gan Sefydliad Cynllunio Trefol Brenhinol (RTPI),12801
http://www.rtpi.org.uk/education-and-careers/planning-as-a-career/,Accredited by the Royal Town Planning Institute (RTPI) for the purpose of fully meeting the educational requirements for Chartered Membership.,Achrededig gan Sefydliad Cynllunio Trefol Brenhinol (RTPI) at bwrpas cwrdd yn llawn â'r gofynion addysgol ar gyfer Aelodaeth Siartredig.,12802
http://www.sssc.uk.com/workforce-development#qualification-information-for-providers,Accredited by the Scottish Social Services Council (SSSC) for the purpose of fully meeting the educational requirements for registration with this body.,Achrededig gan Gyngor Gwasanaethau Cymdeithasol yr Alban (SSSC) at bwrpas cwrdd yn llawn â'r gofynion addysgol ar gyfer cofrestru gyda'r corff hwn.,13001
https://www.screenskills.com/courses/search/#/,"This course is industry recognised by ScreenSkills, the industry-led skills body for the UK's screen-based industries and carries the ScreenSkills Select quality-mark for the purposes of indicating courses best suited to prepare students for a career in the screen industries.","Mae'r cwrs hwn wedi'i gydnabod gan Screenskills, y Cyngor Sgiliau Sector, ac mae ganddo Tic Creative Skillset at ddibenion nodi cyrsiau sydd fwyaf addas i baratoi ar gyfer gyrfa yn y Diwydiannau Creadigol.",13101
https://www.collegeofradiographers.ac.uk/education/accreditation,Approved by the Society and College of Radiographers (SCoR).,Cymeradwywyd gan Gymdeithas a Choleg Radiograffyddion (SCoR).,13201
https://www.rsb.org.uk/accreditation-uk.html,Recognised by the Royal Society of Biology for the purpose of associate membership.,Fe'i cydnabyddir gan y Gymdeithas Frenhinol Bioleg at ddiben aelodaeth gysylltiol.,13401
https://www.rsb.org.uk/accreditation-uk.html,"Accredited by the Royal Society of Biology for the purpose of meeting, in part, the academic and experience requirement of membership and Chartered Biologist (CBiol).","Hachredu gan y Gymdeithas Frenhinol Bioleg at ddiben cyfarfod, yn rhannol, y gofyniad academaidd a phrofiad o aelodaeth a Biolegydd Siartredig (CBiol).",13402
https://www.rsb.org.uk/accreditation-uk.html,"This course is accredited at advanced level by the Royal Society of Biology for the purpose of meeting in part the academic and experience requirement for the Membership and Chartered Biologist (CBiol). Graduates can apply for membership of the Royal Society of Biology at Member (MRSB) level after two years of practice, rather than the usual three years, due to the significant research experience acquired.","Mae'r cwrs hwn wedi'i achredu ar lefel uwch gan y Gymdeithas Frenhinol Bioleg at y diben o gyfarfod yn rhannol y gofynion academaidd a phrofiad ar gyfer Aelodaeth a Biolegydd Siartredig (CBiol). Gall graddedigion wneud cais am aelodaeth o'r Gymdeithas Frenhinol Bioleg ar lefel Aelodau (MRSB) ar ôl dwy flynedd o ymarfer, yn hytrach na'r tair blynedd arferol.",13403
http://www.sra.org.uk/students/academic-stage.page,The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,Achrededig gan Awdurdod Rheoleiddio Cyfreithwyr (SRA) at bwrpas gradd gymwys yn y gyfraith.,13601
https://cldstandardscouncil.org.uk/approval/approved-training-programmes/,Approved by the Standards Council for Community Learning and Development for Scotland.,Cymeradwywyd gan y Cyngor Safonau ar gyfer Dysgu Cymunedol a Datblygu ar gyfer yr Alban.,13701
